Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
2.450000,0.018197,0.949481,-1.245438,-4.213802,-48.147752
2.460000,0.064699,0.211780,-2.693616,-16.716209,-29.075789
2.470000,0.059977,-0.276638,-4.581231,-13.411801,-4.512661
2.480000,0.043076,-0.130815,-5.766381,-7.156474,-5.674052
2.490000,0.055956,0.380137,-6.724425,-10.062488,-33.980348
2.500000,0.103822,0.696350,-8.680884,-22.465702,-64.850522
2.510000,0.158150,0.570655,-12.232771,-35.212266,-77.101053
2.520000,0.189139,0.188843,-16.845518,-39.896201,-69.489931
2.530000,0.186479,-0.182869,-21.375078,-34.568742,-51.108868
2.540000,0.156707,-0.410184,-24.785708,-22.226455,-30.494961
2.550000,0.117423,-0.383974,-26.585751,-8.641213,-18.683865
2.560000,0.094737,-0.030054,-27.096690,-1.324324,-27.887175
2.570000,0.109280,0.470300,-27.433042,-5.350965,-56.460872
2.580000,0.156582,0.743713,-28.859302,-18.115370,-85.328834
2.590000,0.210045,0.641019,-31.905011,-31.108628,-98.556022
2.600000,0.245601,0.348237,-36.126940,-37.553485,-96.830892
2.610000,0.251840,-0.009856,-40.556287,-34.995823,-82.232395
2.620000,0.216832,-0.540266,-43.976478,-21.073074,-45.789147
2.630000,0.128019,-1.175698,-44.862502,6.456802,13.498818
2.640000,-0.002034,-1.462919,-41.826924,42.437134,70.112558
2.650000,-0.126575,-1.075502,-34.708491,72.681089,93.078850
2.660000,-0.198981,-0.296290,-25.050999,84.745426,80.131664
2.670000,-0.210793,0.302259,-15.160248,78.398276,55.416504
2.680000,-0.188894,0.456327,-6.673378,63.341580,40.401810
2.690000,-0.166838,0.262251,0.051485,49.999863,41.824357
2.700000,-0.166411,-0.092418,5.636033,44.287406,58.148572
2.710000,-0.190751,-0.365399,11.040722,46.184624,79.005580
2.720000,-0.221102,-0.304657,16.827411,49.503163,86.250511
2.730000,-0.231962,0.017272,22.680566,46.907981,74.748521
2.740000,-0.221814,0.157024,27.828676,38.715521,64.829223
2.750000,-0.217198,-0.108422,32.083728,33.075796,75.862601
2.760000,-0.236357,-0.422078,36.126663,34.780400,97.178347
2.770000,-0.265129,-0.395704,40.596087,38.942674,105.777859
2.780000,-0.281614,-0.184131,45.345161,39.139069,101.589525
2.790000,-0.285406,-0.116193,49.862330,35.759569,99.932408
2.800000,-0.283940,-0.094472,53.895097,31.286990,98.736826
2.810000,-0.267932,0.151480,57.196828,23.182863,82.202428
2.820000,-0.223321,0.507041,59.081466,7.914972,51.013010
2.830000,-0.154098,0.691224,58.763587,-12.534250,19.712966
